id,Type,fixed acidity,volatile acidity,"citric 
acid",residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
id3219,white,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,6
id3220,white,6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
id3221,red,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5
id3222,red,5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5
id3223,red,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6
id3224,white,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6
id3225,red,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5
id3226,white,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
id3227,red,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5
id3228,red,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6
id3229,white,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6
id3230,red,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5
id3231,white,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6
id3232,white,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
id3233,white,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
id3234,white,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
id3235,red,7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6
id3236,white,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6
id3237,white,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
id3238,white,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6
id3239,white,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7
id3240,white,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8
id3241,red,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
id3242,white,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7
id3243,red,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
id3244,white,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6
id3245,white,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
id3246,white,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4
id3247,white,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
id3248,white,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
id3249,white,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7
id3250,white,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
id3251,white,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5
id3252,red,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5
id3253,white,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6
id3254,white,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
id3255,white,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5
id3256,white,6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5
id3257,white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
id3258,white,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7
id3259,red,9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6
id3260,white,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5
id3261,white,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5
id3262,red,7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5
id3263,white,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6
id3264,red,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6
id3265,white,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5
id3266,red,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5
id3267,white,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
id3268,white,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7
id3269,white,6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6
id3270,white,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4
id3271,white,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7
id3272,white,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
id3273,white,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
id3274,white,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
id3275,white,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
id3276,white,7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5
id3277,white,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
id3278,white,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
id3279,white,6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5
id3280,red,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5
id3281,white,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
id3282,red,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5
id3283,white,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
id3284,white,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6
id3285,red,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6
id3286,white,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6
id3287,red,8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5
id3288,white,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
id3289,white,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6
id3290,white,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
id3291,white,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5
id3292,red,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7
id3293,white,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5
id3294,white,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
id3295,white,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5
id3296,white,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,5
id3297,red,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7
id3298,white,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
id3299,white,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,6
id3300,white,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
id3301,white,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
id3302,white,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6
id3303,red,10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5
id3304,white,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7
id3305,white,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5
id3306,white,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,5
id3307,white,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
id3308,white,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5
id3309,red,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6
id3310,red,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5
id3311,white,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
id3312,white,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
id3313,white,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
id3314,white,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
id3315,white,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6
id3316,red,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6
id3317,red,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6
id3318,white,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5
id3319,red,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
id3320,white,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
id3321,white,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6
id3322,red,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4
id3323,red,7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5
id3324,white,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
id3325,white,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5
id3326,white,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7
id3327,white,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
id3328,white,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
id3329,white,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7
id3330,white,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7
id3331,white,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7
id3332,white,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6
id3333,white,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
id3334,white,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
id3335,white,6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5
id3336,white,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
id3337,white,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
id3338,white,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
id3339,white,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6
id3340,white,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5
id3341,red,12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6
id3342,red,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6
id3343,white,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6
id3344,white,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
id3345,white,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
id3346,white,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
id3347,white,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
id3348,white,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,6
id3349,white,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
id3350,white,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
id3351,red,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
id3352,white,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6
id3353,red,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
id3354,white,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
id3355,white,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7
id3356,white,6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6
id3357,white,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
id3358,white,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
id3359,white,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7
id3360,red,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
id3361,red,9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6
id3362,white,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
id3363,white,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
id3364,white,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7
id3365,white,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
id3366,white,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
id3367,white,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4
id3368,white,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6
id3369,white,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8
id3370,white,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6
id3371,white,7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6
id3372,white,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
id3373,white,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6
id3374,white,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6
id3375,white,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6
id3376,red,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5
id3377,red,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5
id3378,white,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
id3379,white,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6
id3380,white,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4
id3381,white,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7
id3382,white,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
id3383,red,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
id3384,white,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
id3385,white,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
id3386,white,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
id3387,white,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
id3388,white,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7
id3389,white,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
id3390,white,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5
id3391,white,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
id3392,white,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
id3393,white,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
id3394,white,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
id3395,white,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
id3396,white,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7
id3397,red,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6
id3398,white,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8
id3399,red,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
id3400,white,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
id3401,red,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7
id3402,red,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6
id3403,red,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6
id3404,white,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
id3405,white,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7
id3406,white,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
id3407,white,7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6
id3408,red,6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5
id3409,white,5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6
id3410,red,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5
id3411,white,6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6
id3412,white,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
id3413,white,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
id3414,white,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
id3415,white,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,7
id3416,white,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6
id3417,red,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5
id3418,white,6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7
id3419,white,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
id3420,white,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
id3421,white,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
id3422,white,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7
id3423,white,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6
id3424,red,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5
id3425,white,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
id3426,white,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5
id3427,red,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5
id3428,white,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6
id3429,red,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
id3430,white,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
id3431,white,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5
id3432,white,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5
id3433,red,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5
id3434,white,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
id3435,white,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5
id3436,red,9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6
id3437,white,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7
id3438,white,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
id3439,white,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
id3440,white,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6
id3441,white,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5
id3442,white,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5
id3443,red,7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5
id3444,white,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6
id3445,white,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
id3446,white,7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6
id3447,white,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6
id3448,white,8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4
id3449,white,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5
id3450,red,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
id3451,white,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5
id3452,red,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
id3453,white,7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5
id3454,red,4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4
id3455,white,7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6
id3456,white,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
id3457,white,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
id3458,red,6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5
id3459,white,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
id3460,white,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
id3461,white,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
id3462,white,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
id3463,white,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5
id3464,white,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
id3465,red,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5
id3466,white,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5
id3467,white,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
id3468,red,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5
id3469,red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6
id3470,white,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7
id3471,white,6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,5
id3472,red,10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7
id3473,red,7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6
id3474,white,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
id3475,white,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6
id3476,white,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
id3477,white,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
id3478,red,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6
id3479,red,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6
id3480,white,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5
id3481,red,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5
id3482,white,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
id3483,white,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7
id3484,white,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7
id3485,white,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5
id3486,white,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,6
id3487,white,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
id3488,white,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
id3489,white,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6
id3490,white,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7
id3491,white,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6
id3492,white,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
id3493,white,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5
id3494,red,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7
id3495,white,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6
id3496,red,10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6
id3497,white,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6
id3498,red,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6
id3499,white,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
id3500,red,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5
id3501,white,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4
id3502,red,6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7
id3503,white,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5
id3504,white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
id3505,white,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
id3506,white,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
